Time,ID,Instance,Obj,Feasible,Validator-Obj
2015-05-25 Mon 18:39:38,1,n120w8,5610,1,0
2015-05-25 Mon 18:39:40,2,n120w8,5160,1,0
2015-05-25 Mon 18:39:43,3,n120w8,5225,1,0
2015-05-25 Mon 18:39:46,4,n120w8,5275,1,0
2015-05-25 Mon 18:39:49,5,n120w8,5475,1,0
2015-05-25 Mon 18:39:52,6,n120w8,5630,1,0
2015-05-25 Mon 18:39:55,7,n120w8,5530,1,0
2015-05-25 Mon 20:08:20,0,n100w8,4600,1,0
2015-05-25 Mon 20:08:20,1,n100w8,4845,1,0
2015-05-25 Mon 20:08:23,2,n100w8,4325,1,0
2015-05-25 Mon 20:08:26,3,n100w8,4745,1,0
2015-05-25 Mon 20:08:29,4,n100w8,4460,1,0
2015-05-25 Mon 20:08:32,5,n100w8,4540,1,0
2015-05-25 Mon 20:08:35,6,n100w8,4380,1,0
2015-05-25 Mon 20:08:38,7,n100w8,4600,1,0
2015-05-25 Mon 21:23:50,0,n120w4,3405,1,0
2015-05-25 Mon 21:23:51,1,n120w4,3245,1,0
2015-05-25 Mon 21:23:53,2,n120w4,3395,1,0
2015-05-25 Mon 21:23:56,3,n120w4,3335,1,0
2015-05-25 Mon 21:23:59,4,n120w4,3450,1,0
2015-05-25 Mon 21:24:02,5,n120w4,3385,1,0
2015-05-25 Mon 21:24:05,6,n120w4,3445,1,0
2015-05-25 Mon 21:24:08,7,n120w4,3285,1,0
2015-05-25 Mon 22:04:54,0,n080w8,5605,1,0
2015-05-25 Mon 22:04:54,1,n080w8,5630,1,0
2015-05-25 Mon 22:04:56,2,n080w8,5570,1,0
2015-05-25 Mon 22:04:59,3,n080w8,5750,1,0
2015-05-25 Mon 22:05:02,4,n080w8,5615,1,0
2015-05-25 Mon 22:05:05,5,n080w8,5785,1,0
2015-05-25 Mon 22:05:08,6,n080w8,5750,1,0
2015-05-25 Mon 22:05:11,7,n080w8,5685,1,0
2015-05-25 Mon 23:02:48,0,n100w4,2250,1,0
2015-05-25 Mon 23:02:48,1,n100w4,2210,1,0
2015-05-25 Mon 23:02:50,2,n100w4,2230,1,0
2015-05-25 Mon 23:02:53,3,n100w4,2120,1,0
2015-05-25 Mon 23:02:56,4,n100w4,2155,1,0
2015-05-25 Mon 23:02:59,5,n100w4,2250,1,0
2015-05-25 Mon 23:03:02,6,n100w4,2155,1,0
2015-05-25 Mon 23:03:05,7,n100w4,2240,1,0
2015-05-25 Mon 23:35:03,0,n060w8,4235,1,0
2015-05-25 Mon 23:35:03,1,n060w8,4115,1,0
2015-05-25 Mon 23:35:05,2,n060w8,4090,1,0
2015-05-25 Mon 23:35:08,3,n060w8,3910,1,0
2015-05-25 Mon 23:35:11,4,n060w8,4115,1,0
2015-05-25 Mon 23:35:14,5,n060w8,4210,1,0
2015-05-25 Mon 23:35:17,6,n060w8,3905,1,0
2015-05-25 Mon 23:35:20,7,n060w8,4215,1,0
2015-05-26 Tue 00:15:20,0,n080w4,4200,1,0
2015-05-26 Tue 00:15:20,1,n080w4,4290,1,0
2015-05-26 Tue 00:15:22,2,n080w4,4290,1,0
2015-05-26 Tue 00:15:25,3,n080w4,4300,1,0
2015-05-26 Tue 00:15:28,4,n080w4,4210,1,0
2015-05-26 Tue 00:15:31,5,n080w4,4300,1,0
2015-05-26 Tue 00:15:34,6,n080w4,4320,1,0
2015-05-26 Tue 00:15:37,7,n080w4,4380,1,0
2015-05-26 Tue 00:39:53,0,n050w8,7305,1,0
2015-05-26 Tue 00:39:53,1,n050w8,7355,1,0
2015-05-26 Tue 00:39:55,2,n050w8,7425,1,0
2015-05-26 Tue 00:39:58,3,n050w8,7235,1,0
2015-05-26 Tue 00:40:01,4,n050w8,7120,1,0
2015-05-26 Tue 00:40:04,5,n050w8,7195,1,0
2015-05-26 Tue 00:40:07,6,n050w8,7150,1,0
2015-05-26 Tue 00:40:10,7,n050w8,7030,1,0
2015-05-26 Tue 01:10:16,0,n060w4,3190,1,0
2015-05-26 Tue 01:10:16,1,n060w4,3115,1,0
2015-05-26 Tue 01:10:18,2,n060w4,3220,1,0
2015-05-26 Tue 01:10:21,3,n060w4,3235,1,0
2015-05-26 Tue 01:10:24,4,n060w4,3325,1,0
2015-05-26 Tue 01:10:27,5,n060w4,3175,1,0
2015-05-26 Tue 01:10:30,6,n060w4,3125,1,0
2015-05-26 Tue 01:10:33,7,n060w4,3275,1,0
2015-05-26 Tue 01:27:06,0,n040w8,3965,1,0
2015-05-26 Tue 01:27:06,1,n040w8,4120,1,0
2015-05-26 Tue 01:27:08,2,n040w8,3925,1,0
2015-05-26 Tue 01:27:11,3,n040w8,4190,1,0
2015-05-26 Tue 01:27:15,4,n040w8,4215,1,0
2015-05-26 Tue 01:27:17,5,n040w8,4370,1,0
2015-05-26 Tue 01:27:20,6,n040w8,3905,1,0
2015-05-26 Tue 01:27:24,7,n040w8,4080,1,0
2015-05-26 Tue 01:48:41,1,n050w4,2015,1,0
2015-05-26 Tue 01:48:41,0,n050w4,1800,1,0
2015-05-26 Tue 01:48:43,2,n050w4,1865,1,0
2015-05-26 Tue 01:48:46,3,n050w4,1965,1,0
2015-05-26 Tue 01:48:49,4,n050w4,1855,1,0
2015-05-26 Tue 01:48:52,5,n050w4,1910,1,0
2015-05-26 Tue 01:48:55,6,n050w4,1965,1,0
2015-05-26 Tue 01:48:58,7,n050w4,1905,1,0
2015-05-26 Tue 02:01:07,1,n030w8,3115,1,0
2015-05-26 Tue 02:01:07,0,n030w8,3115,1,0
2015-05-26 Tue 02:01:10,2,n030w8,3120,1,0
2015-05-26 Tue 02:01:13,3,n030w8,3035,1,0
2015-05-26 Tue 02:01:16,4,n030w8,3125,1,0
2015-05-26 Tue 02:01:19,5,n030w8,3150,1,0
2015-05-26 Tue 02:01:22,6,n030w8,3095,1,0
2015-05-26 Tue 02:01:25,7,n030w8,3095,1,0
2015-05-26 Tue 02:13:54,0,n040w4,1960,1,0
2015-05-26 Tue 02:13:54,1,n040w4,1960,1,0
2015-05-26 Tue 02:13:56,2,n040w4,1995,1,0
2015-05-26 Tue 02:13:59,3,n040w4,1995,1,0
2015-05-26 Tue 02:14:02,4,n040w4,1985,1,0
2015-05-26 Tue 02:14:05,5,n040w4,1895,1,0
2015-05-26 Tue 02:14:08,6,n040w4,2055,1,0
2015-05-26 Tue 02:14:11,7,n040w4,2020,1,0
2015-05-26 Tue 02:23:02,1,n030w4,2040,1,0
2015-05-26 Tue 02:23:02,0,n030w4,2040,1,0
2015-05-26 Tue 02:23:04,2,n030w4,2070,1,0
2015-05-26 Tue 02:23:07,3,n030w4,2165,1,0
2015-05-26 Tue 02:23:10,4,n030w4,2070,1,0
2015-05-26 Tue 02:23:13,5,n030w4,2140,1,0
2015-05-26 Tue 02:23:16,6,n030w4,2135,1,0
2015-05-26 Tue 02:23:19,7,n030w4,2085,1,0
2015-05-26 Tue 02:38:47,1,n120w8,5495,1,0
2015-05-26 Tue 02:38:47,0,n120w8,5495,1,0
2015-05-26 Tue 02:38:49,2,n120w8,5210,1,0
2015-05-26 Tue 02:38:52,3,n120w8,5340,1,0
2015-05-26 Tue 02:38:55,4,n120w8,5270,1,0
2015-05-26 Tue 02:38:58,5,n120w8,5420,1,0
2015-05-26 Tue 02:39:01,6,n120w8,5350,1,0
2015-05-26 Tue 02:39:04,7,n120w8,5530,1,0
2015-05-26 Tue 04:07:30,0,n100w8,5025,1,0
2015-05-26 Tue 04:07:30,1,n100w8,4405,1,0
2015-05-26 Tue 04:07:32,2,n100w8,4695,1,0
2015-05-26 Tue 04:07:35,3,n100w8,4565,1,0
2015-05-26 Tue 04:07:38,4,n100w8,4500,1,0
2015-05-26 Tue 04:07:41,5,n100w8,4335,1,0
2015-05-26 Tue 04:07:44,6,n100w8,4535,1,0
2015-05-26 Tue 04:07:47,7,n100w8,4370,1,0
2015-05-26 Tue 05:23:00,0,n120w4,3240,1,0
2015-05-26 Tue 05:23:00,1,n120w4,3240,1,0
2015-05-26 Tue 05:23:02,2,n120w4,3385,1,0
2015-05-26 Tue 05:23:05,3,n120w4,3365,1,0
2015-05-26 Tue 05:23:08,4,n120w4,3405,1,0
2015-05-26 Tue 05:23:11,5,n120w4,3380,1,0
2015-05-26 Tue 05:23:14,6,n120w4,3260,1,0
2015-05-26 Tue 05:23:17,7,n120w4,3255,1,0
2015-05-26 Tue 06:04:03,1,n080w8,5520,1,0
2015-05-26 Tue 06:04:03,0,n080w8,5720,1,0
2015-05-26 Tue 06:04:05,2,n080w8,5750,1,0
2015-05-26 Tue 06:04:08,3,n080w8,5590,1,0
2015-05-26 Tue 06:04:11,4,n080w8,5410,1,0
2015-05-26 Tue 06:04:14,5,n080w8,5655,1,0
2015-05-26 Tue 06:04:17,6,n080w8,5635,1,0
2015-05-26 Tue 06:04:20,7,n080w8,5715,1,0
2015-05-26 Tue 07:01:57,0,n100w4,2120,1,0
2015-05-26 Tue 07:01:57,1,n100w4,2120,1,0
2015-05-26 Tue 07:01:59,2,n100w4,2030,1,0
2015-05-26 Tue 07:02:02,3,n100w4,2265,1,0
2015-05-26 Tue 07:02:05,4,n100w4,2125,1,0
2015-05-26 Tue 07:02:08,5,n100w4,2200,1,0
2015-05-26 Tue 07:02:11,6,n100w4,2030,1,0
2015-05-26 Tue 07:02:14,7,n100w4,2240,1,0
2015-05-26 Tue 07:34:12,1,n060w8,3745,1,0
2015-05-26 Tue 07:34:12,0,n060w8,4030,1,0
2015-05-26 Tue 07:34:14,2,n060w8,4250,1,0
2015-05-26 Tue 07:34:17,3,n060w8,3810,1,0
2015-05-26 Tue 07:34:20,4,n060w8,4045,1,0
2015-05-26 Tue 07:34:23,5,n060w8,4100,1,0
2015-05-26 Tue 07:34:26,6,n060w8,3990,1,0
2015-05-26 Tue 07:34:29,7,n060w8,3955,1,0
2015-05-26 Tue 08:14:29,1,n080w4,4180,1,0
2015-05-26 Tue 08:14:29,0,n080w4,4180,1,0
2015-05-26 Tue 08:14:31,2,n080w4,4055,1,0
2015-05-26 Tue 08:14:34,3,n080w4,4310,1,0
2015-05-26 Tue 08:14:37,4,n080w4,4315,1,0
2015-05-26 Tue 08:14:40,5,n080w4,4270,1,0
2015-05-26 Tue 08:14:43,6,n080w4,4205,1,0
2015-05-26 Tue 08:14:46,7,n080w4,4240,1,0
2015-05-26 Tue 08:39:02,1,n050w8,7530,1,0
2015-05-26 Tue 08:39:02,0,n050w8,7265,1,0
2015-05-26 Tue 08:39:04,2,n050w8,7015,1,0
2015-05-26 Tue 08:39:07,3,n050w8,7230,1,0
2015-05-26 Tue 08:39:10,4,n050w8,7040,1,0
2015-05-26 Tue 08:39:13,5,n050w8,7090,1,0
2015-05-26 Tue 08:39:16,6,n050w8,7500,1,0
2015-05-26 Tue 08:39:19,7,n050w8,7230,1,0
2015-05-26 Tue 09:09:25,0,n060w4,3145,1,0
2015-05-26 Tue 09:09:25,1,n060w4,3145,1,0
2015-05-26 Tue 09:09:27,2,n060w4,3245,1,0
2015-05-26 Tue 09:09:30,3,n060w4,3350,1,0
2015-05-26 Tue 09:09:33,4,n060w4,3215,1,0
2015-05-26 Tue 09:09:36,5,n060w4,3260,1,0
2015-05-26 Tue 09:09:39,6,n060w4,3255,1,0
2015-05-26 Tue 09:09:42,7,n060w4,3265,1,0
2015-05-26 Tue 09:26:16,1,n040w8,4170,1,0
2015-05-26 Tue 09:26:16,0,n040w8,4190,1,0
2015-05-26 Tue 09:26:18,2,n040w8,4155,1,0
2015-05-26 Tue 09:26:21,3,n040w8,4115,1,0
2015-05-26 Tue 09:26:24,4,n040w8,3945,1,0
2015-05-26 Tue 09:26:26,5,n040w8,4125,1,0
2015-05-26 Tue 09:26:30,6,n040w8,4355,1,0
2015-05-26 Tue 09:26:33,7,n040w8,4180,1,0
2015-05-26 Tue 09:47:50,1,n050w4,1940,1,0
2015-05-26 Tue 09:47:50,0,n050w4,1835,1,0
2015-05-26 Tue 09:47:52,2,n050w4,1905,1,0
2015-05-26 Tue 09:47:55,3,n050w4,1915,1,0
2015-05-26 Tue 09:47:58,4,n050w4,1910,1,0
2015-05-26 Tue 09:48:01,5,n050w4,1970,1,0
2015-05-26 Tue 09:48:04,6,n050w4,1745,1,0
2015-05-26 Tue 09:48:07,7,n050w4,1905,1,0
2015-05-26 Tue 10:00:17,0,n030w8,2995,1,0
2015-05-26 Tue 10:00:17,1,n030w8,3135,1,0
2015-05-26 Tue 10:00:19,2,n030w8,3285,1,0
2015-05-26 Tue 10:00:22,3,n030w8,3225,1,0
2015-05-26 Tue 10:00:25,4,n030w8,3250,1,0
2015-05-26 Tue 10:00:28,5,n030w8,3080,1,0
2015-05-26 Tue 10:00:31,6,n030w8,3075,1,0
2015-05-26 Tue 10:00:34,7,n030w8,3085,1,0
2015-05-26 Tue 10:13:03,1,n040w4,2050,1,0
2015-05-26 Tue 10:13:03,0,n040w4,2050,1,0
2015-05-26 Tue 10:13:05,2,n040w4,1995,1,0
2015-05-26 Tue 10:13:08,3,n040w4,1985,1,0
2015-05-26 Tue 10:13:11,4,n040w4,2015,1,0
2015-05-26 Tue 10:13:14,5,n040w4,2015,1,0
2015-05-26 Tue 10:13:17,6,n040w4,2060,1,0
2015-05-26 Tue 10:13:20,7,n040w4,2005,1,0
2015-05-26 Tue 10:22:12,0,n030w4,2120,1,0
2015-05-26 Tue 10:22:12,1,n030w4,2120,1,0
2015-05-26 Tue 10:22:14,2,n030w4,2145,1,0
2015-05-26 Tue 10:22:16,3,n030w4,2130,1,0
2015-05-26 Tue 10:22:20,4,n030w4,2025,1,0
2015-05-26 Tue 10:22:22,5,n030w4,2150,1,0
2015-05-26 Tue 10:22:25,6,n030w4,2095,1,0
2015-05-26 Tue 10:22:29,7,n030w4,2125,1,0
2015-05-26 Tue 10:37:56,0,n120w8,5190,1,0
2015-05-26 Tue 10:37:56,1,n120w8,5435,1,0
2015-05-26 Tue 10:37:58,2,n120w8,5180,1,0
2015-05-26 Tue 10:38:01,3,n120w8,5325,1,0
2015-05-26 Tue 10:38:04,4,n120w8,5275,1,0
2015-05-26 Tue 10:38:07,5,n120w8,5185,1,0
2015-05-26 Tue 10:38:10,6,n120w8,5415,1,0
2015-05-26 Tue 10:38:13,7,n120w8,5415,1,0
2015-05-26 Tue 12:06:39,1,n100w8,4570,1,0
2015-05-26 Tue 12:06:39,0,n100w8,4775,1,0
2015-05-26 Tue 12:06:41,2,n100w8,4665,1,0
2015-05-26 Tue 12:06:44,3,n100w8,4675,1,0
2015-05-26 Tue 12:06:47,4,n100w8,4585,1,0
2015-05-26 Tue 12:06:50,5,n100w8,4400,1,0
2015-05-26 Tue 12:06:53,6,n100w8,4745,1,0
2015-05-26 Tue 12:06:56,7,n100w8,4560,1,0
2015-05-26 Tue 13:22:09,1,n120w4,3330,1,0
2015-05-26 Tue 13:22:09,0,n120w4,3330,1,0
2015-05-26 Tue 13:22:11,2,n120w4,3395,1,0
2015-05-26 Tue 13:22:14,3,n120w4,3450,1,0
2015-05-26 Tue 13:22:17,4,n120w4,3255,1,0
2015-05-26 Tue 13:22:20,5,n120w4,3325,1,0
2015-05-26 Tue 13:22:23,6,n120w4,3510,1,0
2015-05-26 Tue 13:22:26,7,n120w4,3330,1,0
2015-05-26 Tue 14:03:13,0,n080w8,5685,1,0
2015-05-26 Tue 14:03:13,1,n080w8,5695,1,0
2015-05-26 Tue 14:03:14,2,n080w8,5650,1,0
2015-05-26 Tue 14:03:17,3,n080w8,5645,1,0
2015-05-26 Tue 14:03:20,4,n080w8,5875,1,0
2015-05-26 Tue 14:03:23,5,n080w8,5375,1,0
2015-05-26 Tue 14:03:26,6,n080w8,5530,1,0
2015-05-26 Tue 14:03:29,7,n080w8,5575,1,0
2015-05-26 Tue 15:01:07,1,n100w4,2250,1,0
2015-05-26 Tue 15:01:07,0,n100w4,2185,1,0
2015-05-26 Tue 15:01:08,2,n100w4,2345,1,0
2015-05-26 Tue 15:01:11,3,n100w4,2225,1,0
2015-05-26 Tue 15:01:14,4,n100w4,2105,1,0
2015-05-26 Tue 15:01:17,5,n100w4,2055,1,0
2015-05-26 Tue 15:01:20,6,n100w4,2050,1,0
2015-05-26 Tue 15:01:23,7,n100w4,2195,1,0
2015-05-26 Tue 15:33:22,0,n060w8,4055,1,0
2015-05-26 Tue 15:33:22,1,n060w8,4055,1,0
2015-05-26 Tue 15:33:23,2,n060w8,3835,1,0
2015-05-26 Tue 15:33:26,3,n060w8,3835,1,0
2015-05-26 Tue 15:33:29,4,n060w8,4235,1,0
2015-05-26 Tue 15:33:32,5,n060w8,4100,1,0
2015-05-26 Tue 15:33:35,6,n060w8,4085,1,0
2015-05-26 Tue 15:33:38,7,n060w8,3960,1,0
2015-05-26 Tue 16:13:39,1,n080w4,4170,1,0
2015-05-26 Tue 16:13:39,0,n080w4,4250,1,0
2015-05-26 Tue 16:13:41,2,n080w4,4290,1,0
2015-05-26 Tue 16:13:43,3,n080w4,4275,1,0
2015-05-26 Tue 16:13:46,4,n080w4,4195,1,0
2015-05-26 Tue 16:13:49,5,n080w4,4225,1,0
2015-05-26 Tue 16:13:52,6,n080w4,4235,1,0
2015-05-26 Tue 16:13:55,7,n080w4,4330,1,0
2015-05-26 Tue 16:38:12,1,n050w8,7285,1,0
2015-05-26 Tue 16:38:12,0,n050w8,7335,1,0
2015-05-26 Tue 16:38:13,2,n050w8,7175,1,0
2015-05-26 Tue 16:38:16,3,n050w8,7240,1,0
2015-05-26 Tue 16:38:19,4,n050w8,7335,1,0
2015-05-26 Tue 16:38:22,5,n050w8,7350,1,0
2015-05-26 Tue 16:38:25,6,n050w8,7160,1,0
2015-05-26 Tue 16:38:28,7,n050w8,6980,1,0
2015-05-26 Tue 17:08:35,1,n060w4,3195,1,0
2015-05-26 Tue 17:08:35,0,n060w4,3195,1,0
2015-05-26 Tue 17:08:36,2,n060w4,3140,1,0
2015-05-26 Tue 17:08:39,3,n060w4,3170,1,0
2015-05-26 Tue 17:08:42,4,n060w4,3210,1,0
2015-05-26 Tue 17:08:45,5,n060w4,3150,1,0
2015-05-26 Tue 17:08:48,6,n060w4,3320,1,0
2015-05-26 Tue 17:08:51,7,n060w4,3205,1,0
2015-05-26 Tue 17:25:25,1,n040w8,4020,1,0
2015-05-26 Tue 17:25:25,0,n040w8,4055,1,0
2015-05-26 Tue 17:25:27,2,n040w8,4490,1,0
2015-05-26 Tue 17:25:30,3,n040w8,4400,1,0
2015-05-26 Tue 17:25:33,4,n040w8,3975,1,0
2015-05-26 Tue 17:25:36,5,n040w8,4170,1,0
2015-05-26 Tue 17:25:39,6,n040w8,4145,1,0
2015-05-26 Tue 17:25:42,7,n040w8,4270,1,0
2015-05-26 Tue 17:47:00,1,n050w4,1850,1,0
2015-05-26 Tue 17:47:00,0,n050w4,1835,1,0
2015-05-26 Tue 17:47:02,2,n050w4,1925,1,0
2015-05-26 Tue 17:47:04,3,n050w4,1970,1,0
2015-05-26 Tue 17:47:07,4,n050w4,1825,1,0
2015-05-26 Tue 17:47:10,5,n050w4,1960,1,0
2015-05-26 Tue 17:47:13,6,n050w4,1950,1,0
2015-05-26 Tue 17:47:16,7,n050w4,1885,1,0
2015-05-26 Tue 17:59:26,0,n030w8,3130,1,0
2015-05-26 Tue 17:59:26,1,n030w8,3165,1,0
2015-05-26 Tue 17:59:28,2,n030w8,3125,1,0
2015-05-26 Tue 17:59:31,3,n030w8,3065,1,0
2015-05-26 Tue 17:59:34,4,n030w8,3110,1,0
2015-05-26 Tue 17:59:37,5,n030w8,3050,1,0
2015-05-26 Tue 17:59:40,6,n030w8,3170,1,0
2015-05-26 Tue 17:59:43,7,n030w8,3155,1,0
2015-05-26 Tue 18:12:13,0,n040w4,2000,1,0
2015-05-26 Tue 18:12:13,1,n040w4,1885,1,0
2015-05-26 Tue 18:12:15,2,n040w4,1890,1,0
2015-05-26 Tue 18:12:17,3,n040w4,1980,1,0
2015-05-26 Tue 18:12:20,4,n040w4,1920,1,0
2015-05-26 Tue 18:12:23,5,n040w4,2035,1,0
2015-05-26 Tue 18:12:26,6,n040w4,1985,1,0
2015-05-26 Tue 18:12:29,7,n040w4,1955,1,0
2015-05-26 Tue 18:21:21,0,n030w4,2100,1,0
2015-05-26 Tue 18:21:21,1,n030w4,2100,1,0
2015-05-26 Tue 18:21:23,2,n030w4,2065,1,0
2015-05-26 Tue 18:21:26,3,n030w4,2075,1,0
2015-05-26 Tue 18:21:29,4,n030w4,2135,1,0
2015-05-26 Tue 18:21:31,5,n030w4,2145,1,0
2015-05-26 Tue 18:21:35,6,n030w4,2065,1,0
2015-05-26 Tue 18:21:38,7,n030w4,2120,1,0
2015-05-26 Tue 18:37:06,1,n120w8,5070,1,0
2015-05-26 Tue 18:37:06,0,n120w8,5070,1,0
2015-05-26 Tue 18:37:08,2,n120w8,5125,1,0
2015-05-26 Tue 18:37:10,3,n120w8,5420,1,0
2015-05-26 Tue 18:37:13,4,n120w8,5185,1,0
2015-05-26 Tue 18:37:16,5,n120w8,5765,1,0
2015-05-26 Tue 18:37:19,6,n120w8,5255,1,0
2015-05-26 Tue 18:37:22,7,n120w8,5280,1,0
2015-05-26 Tue 20:05:48,0,n100w8,4775,1,0
2015-05-26 Tue 20:05:49,1,n100w8,4775,1,0
2015-05-26 Tue 20:05:50,2,n100w8,4855,1,0
2015-05-26 Tue 20:05:53,3,n100w8,4625,1,0
2015-05-26 Tue 20:05:56,4,n100w8,4550,1,0
2015-05-26 Tue 20:05:59,5,n100w8,4515,1,0
2015-05-26 Tue 20:06:02,6,n100w8,4730,1,0
2015-05-26 Tue 20:06:05,7,n100w8,4725,1,0
2015-05-26 Tue 21:21:19,0,n120w4,3265,1,0
2015-05-26 Tue 21:21:19,1,n120w4,3400,1,0
2015-05-26 Tue 21:21:21,2,n120w4,3360,1,0
2015-05-26 Tue 21:21:23,3,n120w4,3270,1,0
2015-05-26 Tue 21:21:26,4,n120w4,3250,1,0
2015-05-26 Tue 21:21:29,5,n120w4,3535,1,0
2015-05-26 Tue 21:21:32,6,n120w4,3455,1,0
2015-05-26 Tue 21:21:35,7,n120w4,3290,1,0
2015-05-26 Tue 22:02:22,0,n080w8,5620,1,0
2015-05-26 Tue 22:02:22,1,n080w8,5620,1,0
2015-05-26 Tue 22:02:24,2,n080w8,5550,1,0
2015-05-26 Tue 22:02:26,3,n080w8,5820,1,0
2015-05-26 Tue 22:02:29,4,n080w8,5385,1,0
2015-05-26 Tue 22:02:32,5,n080w8,5685,1,0
2015-05-26 Tue 22:02:35,6,n080w8,5750,1,0
2015-05-26 Tue 22:02:38,7,n080w8,5640,1,0
2015-05-26 Tue 23:00:16,0,n100w4,2275,1,0
2015-05-26 Tue 23:00:16,1,n100w4,2320,1,0
2015-05-26 Tue 23:00:18,2,n100w4,2315,1,0
2015-05-26 Tue 23:00:20,3,n100w4,2160,1,0
2015-05-26 Tue 23:00:23,4,n100w4,2075,1,0
2015-05-26 Tue 23:00:26,5,n100w4,2085,1,0
2015-05-26 Tue 23:00:29,6,n100w4,1970,1,0
2015-05-26 Tue 23:00:32,7,n100w4,2045,1,0
2015-05-26 Tue 23:32:31,0,n060w8,3920,1,0
2015-05-26 Tue 23:32:31,1,n060w8,3920,1,0
2015-05-26 Tue 23:32:33,2,n060w8,3855,1,0
2015-05-26 Tue 23:32:35,3,n060w8,4115,1,0
2015-05-26 Tue 23:32:38,4,n060w8,4170,1,0
2015-05-26 Tue 23:32:41,5,n060w8,4075,1,0
2015-05-26 Tue 23:32:44,6,n060w8,4030,1,0
2015-05-26 Tue 23:32:47,7,n060w8,4025,1,0
2015-05-27 Wed 00:12:48,0,n080w4,4180,1,0
2015-05-27 Wed 00:12:48,1,n080w4,4180,1,0
2015-05-27 Wed 00:12:50,2,n080w4,4255,1,0
2015-05-27 Wed 00:12:52,3,n080w4,4210,1,0
2015-05-27 Wed 00:12:55,4,n080w4,4135,1,0
2015-05-27 Wed 00:12:58,5,n080w4,4310,1,0
2015-05-27 Wed 00:13:01,6,n080w4,4150,1,0
2015-05-27 Wed 00:13:04,7,n080w4,4290,1,0
2015-05-27 Wed 00:37:21,1,n050w8,7270,1,0
2015-05-27 Wed 00:37:21,0,n050w8,7270,1,0
2015-05-27 Wed 00:37:23,2,n050w8,7160,1,0
2015-05-27 Wed 00:37:25,3,n050w8,7040,1,0
2015-05-27 Wed 00:37:28,4,n050w8,7370,1,0
2015-05-27 Wed 00:37:31,5,n050w8,7165,1,0
2015-05-27 Wed 00:37:34,6,n050w8,6930,1,0
2015-05-27 Wed 00:37:37,7,n050w8,7275,1,0
2015-05-27 Wed 01:07:44,0,n060w4,3240,1,0
2015-05-27 Wed 01:07:44,1,n060w4,3240,1,0
2015-05-27 Wed 01:07:46,2,n060w4,3180,1,0
2015-05-27 Wed 01:07:48,3,n060w4,3265,1,0
2015-05-27 Wed 01:07:51,4,n060w4,3280,1,0
2015-05-27 Wed 01:07:54,5,n060w4,3225,1,0
2015-05-27 Wed 01:07:57,6,n060w4,3205,1,0
2015-05-27 Wed 01:08:00,7,n060w4,3270,1,0
2015-05-27 Wed 01:24:35,1,n040w8,4395,1,0
2015-05-27 Wed 01:24:35,0,n040w8,4130,1,0
2015-05-27 Wed 01:24:36,2,n040w8,4125,1,0
2015-05-27 Wed 01:24:39,3,n040w8,3985,1,0
2015-05-27 Wed 01:24:42,4,n040w8,4350,1,0
2015-05-27 Wed 01:24:45,5,n040w8,4155,1,0
2015-05-27 Wed 01:24:48,6,n040w8,4370,1,0
2015-05-27 Wed 01:24:51,7,n040w8,4090,1,0
2015-05-27 Wed 01:46:09,1,n050w4,1920,1,0
2015-05-27 Wed 01:46:09,0,n050w4,2025,1,0
2015-05-27 Wed 01:46:11,2,n050w4,1830,1,0
2015-05-27 Wed 01:46:13,3,n050w4,1885,1,0
2015-05-27 Wed 01:46:16,4,n050w4,1805,1,0
2015-05-27 Wed 01:46:19,5,n050w4,1795,1,0
2015-05-27 Wed 01:46:22,6,n050w4,1935,1,0
2015-05-27 Wed 01:46:26,7,n050w4,1980,1,0
2015-05-27 Wed 01:58:36,1,n030w8,3045,1,0
2015-05-27 Wed 01:58:36,0,n030w8,3130,1,0
2015-05-27 Wed 01:58:37,2,n030w8,3090,1,0
2015-05-27 Wed 01:58:40,3,n030w8,3195,1,0
2015-05-27 Wed 01:58:43,4,n030w8,3190,1,0
2015-05-27 Wed 01:58:46,5,n030w8,3180,1,0
2015-05-27 Wed 01:58:49,6,n030w8,3250,1,0
2015-05-27 Wed 01:58:52,7,n030w8,3250,1,0
2015-05-27 Wed 02:11:22,1,n040w4,2020,1,0
2015-05-27 Wed 02:11:22,0,n040w4,2060,1,0
2015-05-27 Wed 02:11:24,2,n040w4,2020,1,0
2015-05-27 Wed 02:11:26,3,n040w4,2020,1,0
2015-05-27 Wed 02:11:29,4,n040w4,2055,1,0
2015-05-27 Wed 02:11:32,5,n040w4,1950,1,0
2015-05-27 Wed 02:11:35,6,n040w4,1980,1,0
2015-05-27 Wed 02:11:38,7,n040w4,2005,1,0
2015-05-27 Wed 02:20:31,1,n030w4,2125,1,0
2015-05-27 Wed 02:20:31,0,n030w4,2155,1,0
2015-05-27 Wed 02:20:32,2,n030w4,2105,1,0
2015-05-27 Wed 02:20:35,3,n030w4,2095,1,0
2015-05-27 Wed 02:20:38,4,n030w4,2160,1,0
2015-05-27 Wed 02:20:41,5,n030w4,2165,1,0
2015-05-27 Wed 02:20:44,6,n030w4,2035,1,0
2015-05-27 Wed 02:20:47,7,n030w4,2025,1,0
2015-05-27 Wed 02:36:15,1,n120w8,5855,1,0
2015-05-27 Wed 02:36:15,0,n120w8,5455,1,0
2015-05-27 Wed 02:36:17,2,n120w8,5100,1,0
