Time,ID,Instance,Obj,Feasible,Validator-Obj
2015-05-24 Sun 18:26:37,5,n030w4,2115,1,0
2015-05-24 Sun 18:26:40,6,n030w4,2080,1,0
2015-05-24 Sun 18:26:43,7,n030w4,2100,1,0
2015-05-24 Sun 18:42:07,0,n120w8,5495,1,0
2015-05-24 Sun 18:42:10,1,n120w8,5160,1,0
2015-05-24 Sun 18:42:13,2,n120w8,5155,1,0
2015-05-24 Sun 18:42:16,3,n120w8,5300,1,0
2015-05-24 Sun 18:42:19,4,n120w8,5430,1,0
2015-05-24 Sun 18:42:22,5,n120w8,5490,1,0
2015-05-24 Sun 18:42:25,6,n120w8,5290,1,0
2015-05-24 Sun 18:42:28,7,n120w8,5135,1,0
2015-05-24 Sun 20:10:50,0,n100w8,4605,1,0
2015-05-24 Sun 20:10:53,1,n100w8,4700,1,0
2015-05-24 Sun 20:10:55,2,n100w8,4490,1,0
2015-05-24 Sun 20:10:58,3,n100w8,4550,1,0
2015-05-24 Sun 20:11:01,4,n100w8,4430,1,0
2015-05-24 Sun 20:11:04,5,n100w8,4785,1,0
2015-05-24 Sun 20:11:07,6,n100w8,4705,1,0
2015-05-24 Sun 20:11:10,7,n100w8,4610,1,0
2015-05-24 Sun 21:26:20,0,n120w4,3355,1,0
2015-05-24 Sun 21:26:23,1,n120w4,3225,1,0
2015-05-24 Sun 21:26:26,2,n120w4,3455,1,0
2015-05-24 Sun 21:26:29,3,n120w4,3310,1,0
2015-05-24 Sun 21:26:32,4,n120w4,3395,1,0
2015-05-24 Sun 21:26:35,5,n120w4,3290,1,0
2015-05-24 Sun 21:26:38,6,n120w4,3380,1,0
2015-05-24 Sun 21:26:41,7,n120w4,3420,1,0
2015-05-24 Sun 22:07:23,0,n080w8,5745,1,0
2015-05-24 Sun 22:07:26,1,n080w8,5575,1,0
2015-05-24 Sun 22:07:29,2,n080w8,5790,1,0
2015-05-24 Sun 22:07:32,3,n080w8,5635,1,0
2015-05-24 Sun 22:07:35,4,n080w8,5825,1,0
2015-05-24 Sun 22:07:38,5,n080w8,5595,1,0
2015-05-24 Sun 22:07:41,6,n080w8,5725,1,0
2015-05-24 Sun 22:07:44,7,n080w8,5695,1,0
2015-05-24 Sun 23:05:18,0,n100w4,2200,1,0
2015-05-24 Sun 23:05:20,1,n100w4,2105,1,0
2015-05-24 Sun 23:05:23,2,n100w4,2025,1,0
2015-05-24 Sun 23:05:26,3,n100w4,2160,1,0
2015-05-24 Sun 23:05:29,4,n100w4,2225,1,0
2015-05-24 Sun 23:05:32,5,n100w4,2115,1,0
2015-05-24 Sun 23:05:35,6,n100w4,2285,1,0
2015-05-24 Sun 23:05:38,7,n100w4,2055,1,0
2015-05-24 Sun 23:37:33,0,n060w8,4095,1,0
2015-05-24 Sun 23:37:35,1,n060w8,4115,1,0
2015-05-24 Sun 23:37:38,2,n060w8,4010,1,0
2015-05-24 Sun 23:37:41,3,n060w8,4050,1,0
2015-05-24 Sun 23:37:44,4,n060w8,3860,1,0
2015-05-24 Sun 23:37:47,5,n060w8,3895,1,0
2015-05-24 Sun 23:37:50,6,n060w8,3860,1,0
2015-05-24 Sun 23:37:53,7,n060w8,3920,1,0
2015-05-25 Mon 00:17:50,0,n080w4,4165,1,0
2015-05-25 Mon 00:17:52,1,n080w4,4240,1,0
2015-05-25 Mon 00:17:55,2,n080w4,4110,1,0
2015-05-25 Mon 00:17:58,3,n080w4,4285,1,0
2015-05-25 Mon 00:18:01,4,n080w4,4305,1,0
2015-05-25 Mon 00:18:04,5,n080w4,4150,1,0
2015-05-25 Mon 00:18:07,6,n080w4,4370,1,0
2015-05-25 Mon 00:18:10,7,n080w4,4395,1,0
2015-05-25 Mon 00:42:23,0,n050w8,7210,1,0
2015-05-25 Mon 00:42:25,1,n050w8,7060,1,0
2015-05-25 Mon 00:42:28,2,n050w8,7085,1,0
2015-05-25 Mon 00:42:31,3,n050w8,7250,1,0
2015-05-25 Mon 00:42:34,4,n050w8,7115,1,0
2015-05-25 Mon 00:42:37,5,n050w8,7120,1,0
2015-05-25 Mon 00:42:40,6,n050w8,7115,1,0
2015-05-25 Mon 00:42:43,7,n050w8,7115,1,0
2015-05-25 Mon 01:12:46,0,n060w4,3235,1,0
2015-05-25 Mon 01:12:48,1,n060w4,3260,1,0
2015-05-25 Mon 01:12:51,2,n060w4,3150,1,0
2015-05-25 Mon 01:12:54,3,n060w4,3225,1,0
2015-05-25 Mon 01:12:57,4,n060w4,3325,1,0
2015-05-25 Mon 01:13:00,5,n060w4,3075,1,0
2015-05-25 Mon 01:13:03,6,n060w4,3295,1,0
2015-05-25 Mon 01:13:06,7,n060w4,3210,1,0
2015-05-25 Mon 01:29:36,0,n040w8,4245,1,0
2015-05-25 Mon 01:29:39,1,n040w8,4185,1,0
2015-05-25 Mon 01:29:41,2,n040w8,3990,1,0
2015-05-25 Mon 01:29:44,3,n040w8,4270,1,0
2015-05-25 Mon 01:29:47,4,n040w8,4290,1,0
2015-05-25 Mon 01:29:50,5,n040w8,4250,1,0
2015-05-25 Mon 01:29:53,6,n040w8,4220,1,0
2015-05-25 Mon 01:29:56,7,n040w8,3985,1,0
2015-05-25 Mon 01:51:11,0,n050w4,1900,1,0
2015-05-25 Mon 01:51:13,1,n050w4,2055,1,0
2015-05-25 Mon 01:51:16,2,n050w4,1880,1,0
2015-05-25 Mon 01:51:19,3,n050w4,1945,1,0
2015-05-25 Mon 01:51:22,4,n050w4,1800,1,0
2015-05-25 Mon 01:51:25,5,n050w4,1855,1,0
2015-05-25 Mon 01:51:28,6,n050w4,1985,1,0
2015-05-25 Mon 01:51:31,7,n050w4,2055,1,0
2015-05-25 Mon 02:03:37,0,n030w8,3235,1,0
2015-05-25 Mon 02:03:40,1,n030w8,3255,1,0
2015-05-25 Mon 02:03:42,2,n030w8,3175,1,0
2015-05-25 Mon 02:03:45,3,n030w8,3190,1,0
2015-05-25 Mon 02:03:48,4,n030w8,2995,1,0
2015-05-25 Mon 02:03:51,5,n030w8,3060,1,0
2015-05-25 Mon 02:03:54,6,n030w8,3260,1,0
2015-05-25 Mon 02:03:57,7,n030w8,3040,1,0
2015-05-25 Mon 02:16:24,0,n040w4,2015,1,0
2015-05-25 Mon 02:16:26,1,n040w4,2025,1,0
2015-05-25 Mon 02:16:29,2,n040w4,2015,1,0
2015-05-25 Mon 02:16:32,3,n040w4,1955,1,0
2015-05-25 Mon 02:16:35,4,n040w4,2015,1,0
2015-05-25 Mon 02:16:38,5,n040w4,1945,1,0
2015-05-25 Mon 02:16:41,6,n040w4,1985,1,0
2015-05-25 Mon 02:16:44,7,n040w4,2040,1,0
2015-05-25 Mon 02:25:32,0,n030w4,2095,1,0
2015-05-25 Mon 02:25:34,1,n030w4,2165,1,0
2015-05-25 Mon 02:25:37,2,n030w4,2115,1,0
2015-05-25 Mon 02:25:40,3,n030w4,2125,1,0
2015-05-25 Mon 02:25:43,4,n030w4,2110,1,0
2015-05-25 Mon 02:25:46,5,n030w4,2085,1,0
2015-05-25 Mon 02:25:49,6,n030w4,2140,1,0
2015-05-25 Mon 02:25:52,7,n030w4,2040,1,0
2015-05-25 Mon 02:41:17,0,n120w8,5585,1,0
2015-05-25 Mon 02:41:19,1,n120w8,5475,1,0
2015-05-25 Mon 02:41:22,2,n120w8,5285,1,0
2015-05-25 Mon 02:41:25,3,n120w8,5415,1,0
2015-05-25 Mon 02:41:28,4,n120w8,5525,1,0
2015-05-25 Mon 02:41:31,5,n120w8,5520,1,0
2015-05-25 Mon 02:41:34,6,n120w8,5600,1,0
2015-05-25 Mon 02:41:37,7,n120w8,5440,1,0
2015-05-25 Mon 04:09:59,0,n100w8,4655,1,0
2015-05-25 Mon 04:10:02,1,n100w8,4735,1,0
2015-05-25 Mon 04:10:04,2,n100w8,4530,1,0
2015-05-25 Mon 04:10:07,3,n100w8,4725,1,0
2015-05-25 Mon 04:10:10,4,n100w8,4495,1,0
2015-05-25 Mon 04:10:13,5,n100w8,4565,1,0
2015-05-25 Mon 04:10:16,6,n100w8,4915,1,0
2015-05-25 Mon 04:10:19,7,n100w8,4710,1,0
2015-05-25 Mon 05:25:30,0,n120w4,3375,1,0
2015-05-25 Mon 05:25:32,1,n120w4,3350,1,0
2015-05-25 Mon 05:25:35,2,n120w4,3265,1,0
2015-05-25 Mon 05:25:38,3,n120w4,3445,1,0
2015-05-25 Mon 05:25:41,4,n120w4,3460,1,0
2015-05-25 Mon 05:25:44,5,n120w4,3200,1,0
2015-05-25 Mon 05:25:47,6,n120w4,3315,1,0
2015-05-25 Mon 05:25:50,7,n120w4,3225,1,0
2015-05-25 Mon 06:06:33,0,n080w8,5495,1,0
2015-05-25 Mon 06:06:35,1,n080w8,5625,1,0
2015-05-25 Mon 06:06:38,2,n080w8,5560,1,0
2015-05-25 Mon 06:06:41,3,n080w8,5805,1,0
2015-05-25 Mon 06:06:44,4,n080w8,5925,1,0
2015-05-25 Mon 06:06:47,5,n080w8,5555,1,0
2015-05-25 Mon 06:06:50,6,n080w8,5560,1,0
2015-05-25 Mon 06:06:53,7,n080w8,5595,1,0
2015-05-25 Mon 07:04:27,0,n100w4,2360,1,0
2015-05-25 Mon 07:04:29,1,n100w4,2350,1,0
2015-05-25 Mon 07:04:32,2,n100w4,2255,1,0
2015-05-25 Mon 07:04:35,3,n100w4,2115,1,0
2015-05-25 Mon 07:04:38,4,n100w4,2030,1,0
2015-05-25 Mon 07:04:41,5,n100w4,2090,1,0
2015-05-25 Mon 07:04:44,6,n100w4,2000,1,0
2015-05-25 Mon 07:04:47,7,n100w4,2125,1,0
2015-05-25 Mon 07:36:42,0,n060w8,3950,1,0
2015-05-25 Mon 07:36:44,1,n060w8,4125,1,0
2015-05-25 Mon 07:36:47,2,n060w8,4240,1,0
2015-05-25 Mon 07:36:50,3,n060w8,3950,1,0
2015-05-25 Mon 07:36:53,4,n060w8,4020,1,0
2015-05-25 Mon 07:36:56,5,n060w8,3965,1,0
2015-05-25 Mon 07:36:59,6,n060w8,3795,1,0
2015-05-25 Mon 07:37:02,7,n060w8,3970,1,0
2015-05-25 Mon 08:16:59,0,n080w4,4365,1,0
2015-05-25 Mon 08:17:02,1,n080w4,4235,1,0
2015-05-25 Mon 08:17:04,2,n080w4,4175,1,0
2015-05-25 Mon 08:17:07,3,n080w4,4230,1,0
2015-05-25 Mon 08:17:10,4,n080w4,4255,1,0
2015-05-25 Mon 08:17:13,5,n080w4,4175,1,0
2015-05-25 Mon 08:17:16,6,n080w4,4150,1,0
2015-05-25 Mon 08:17:19,7,n080w4,4195,1,0
2015-05-25 Mon 08:41:32,0,n050w8,7135,1,0
2015-05-25 Mon 08:41:34,1,n050w8,7185,1,0
2015-05-25 Mon 08:41:37,2,n050w8,7280,1,0
2015-05-25 Mon 08:41:40,3,n050w8,7320,1,0
2015-05-25 Mon 08:41:43,4,n050w8,7250,1,0
2015-05-25 Mon 08:41:46,5,n050w8,7295,1,0
2015-05-25 Mon 08:41:49,6,n050w8,6925,1,0
2015-05-25 Mon 08:41:52,7,n050w8,6895,1,0
2015-05-25 Mon 09:11:55,0,n060w4,3120,1,0
2015-05-25 Mon 09:11:57,1,n060w4,3215,1,0
2015-05-25 Mon 09:12:00,2,n060w4,3275,1,0
2015-05-25 Mon 09:12:03,3,n060w4,3190,1,0
2015-05-25 Mon 09:12:06,4,n060w4,3165,1,0
2015-05-25 Mon 09:12:09,5,n060w4,3155,1,0
2015-05-25 Mon 09:12:12,6,n060w4,3215,1,0
2015-05-25 Mon 09:12:15,7,n060w4,3245,1,0
2015-05-25 Mon 09:28:45,0,n040w8,4280,1,0
2015-05-25 Mon 09:28:48,1,n040w8,4250,1,0
2015-05-25 Mon 09:28:50,2,n040w8,4010,1,0
2015-05-25 Mon 09:28:53,3,n040w8,4035,1,0
2015-05-25 Mon 09:28:56,4,n040w8,4210,1,0
2015-05-25 Mon 09:28:59,5,n040w8,4015,1,0
2015-05-25 Mon 09:29:02,6,n040w8,4130,1,0
2015-05-25 Mon 09:29:05,7,n040w8,4320,1,0
2015-05-25 Mon 09:50:20,0,n050w4,1860,1,0
2015-05-25 Mon 09:50:23,1,n050w4,1965,1,0
2015-05-25 Mon 09:50:25,2,n050w4,1925,1,0
2015-05-25 Mon 09:50:28,3,n050w4,1895,1,0
2015-05-25 Mon 09:50:31,4,n050w4,1890,1,0
2015-05-25 Mon 09:50:34,5,n050w4,1970,1,0
2015-05-25 Mon 09:50:37,6,n050w4,1975,1,0
2015-05-25 Mon 09:50:40,7,n050w4,1975,1,0
2015-05-25 Mon 10:02:46,0,n030w8,3135,1,0
2015-05-25 Mon 10:02:49,1,n030w8,3175,1,0
2015-05-25 Mon 10:02:51,2,n030w8,3110,1,0
2015-05-25 Mon 10:02:54,3,n030w8,3135,1,0
2015-05-25 Mon 10:02:57,4,n030w8,3245,1,0
2015-05-25 Mon 10:03:00,5,n030w8,3020,1,0
2015-05-25 Mon 10:03:03,6,n030w8,3000,1,0
2015-05-25 Mon 10:03:06,7,n030w8,3120,1,0
2015-05-25 Mon 10:15:33,0,n040w4,2005,1,0
2015-05-25 Mon 10:15:35,1,n040w4,2065,1,0
2015-05-25 Mon 10:15:38,2,n040w4,2040,1,0
2015-05-25 Mon 10:15:41,3,n040w4,1905,1,0
2015-05-25 Mon 10:15:44,4,n040w4,1910,1,0
2015-05-25 Mon 10:15:47,5,n040w4,2055,1,0
2015-05-25 Mon 10:15:50,6,n040w4,1990,1,0
2015-05-25 Mon 10:15:53,7,n040w4,2000,1,0
2015-05-25 Mon 10:24:41,0,n030w4,2150,1,0
2015-05-25 Mon 10:24:44,1,n030w4,2080,1,0
2015-05-25 Mon 10:24:46,2,n030w4,2135,1,0
2015-05-25 Mon 10:24:49,3,n030w4,2135,1,0
2015-05-25 Mon 10:24:52,4,n030w4,2070,1,0
2015-05-25 Mon 10:24:55,5,n030w4,2045,1,0
2015-05-25 Mon 10:24:58,6,n030w4,2140,1,0
2015-05-25 Mon 10:25:01,7,n030w4,2115,1,0
2015-05-25 Mon 10:40:26,0,n120w8,5415,1,0
2015-05-25 Mon 10:40:28,1,n120w8,4885,1,0
2015-05-25 Mon 10:40:31,2,n120w8,5335,1,0
2015-05-25 Mon 10:40:34,3,n120w8,5250,1,0
2015-05-25 Mon 10:40:37,4,n120w8,5275,1,0
2015-05-25 Mon 10:40:40,5,n120w8,5325,1,0
2015-05-25 Mon 10:40:43,6,n120w8,5340,1,0
2015-05-25 Mon 10:40:46,7,n120w8,5310,1,0
2015-05-25 Mon 12:09:09,0,n100w8,4565,1,0
2015-05-25 Mon 12:09:11,1,n100w8,4715,1,0
2015-05-25 Mon 12:09:14,2,n100w8,4790,1,0
2015-05-25 Mon 12:09:17,3,n100w8,4830,1,0
2015-05-25 Mon 12:09:20,4,n100w8,4670,1,0
2015-05-25 Mon 12:09:22,5,n100w8,4395,1,0
2015-05-25 Mon 12:09:26,6,n100w8,4790,1,0
2015-05-25 Mon 12:09:29,7,n100w8,4745,1,0
2015-05-25 Mon 13:24:39,0,n120w4,3130,1,0
2015-05-25 Mon 13:24:41,1,n120w4,3355,1,0
2015-05-25 Mon 13:24:44,2,n120w4,3385,1,0
2015-05-25 Mon 13:24:47,3,n120w4,3330,1,0
2015-05-25 Mon 13:24:50,4,n120w4,3375,1,0
2015-05-25 Mon 13:24:53,5,n120w4,3250,1,0
2015-05-25 Mon 13:24:56,6,n120w4,3530,1,0
2015-05-25 Mon 13:24:59,7,n120w4,3445,1,0
2015-05-25 Mon 14:05:42,0,n080w8,5560,1,0
2015-05-25 Mon 14:05:45,1,n080w8,5700,1,0
2015-05-25 Mon 14:05:47,2,n080w8,5850,1,0
2015-05-25 Mon 14:05:50,3,n080w8,5655,1,0
2015-05-25 Mon 14:05:53,4,n080w8,5590,1,0
2015-05-25 Mon 14:05:56,5,n080w8,5645,1,0
2015-05-25 Mon 14:05:59,6,n080w8,5830,1,0
2015-05-25 Mon 14:06:02,7,n080w8,5670,1,0
2015-05-25 Mon 15:03:36,0,n100w4,2125,1,0
2015-05-25 Mon 15:03:38,1,n100w4,2040,1,0
2015-05-25 Mon 15:03:41,2,n100w4,2170,1,0
2015-05-25 Mon 15:03:44,3,n100w4,2380,1,0
2015-05-25 Mon 15:03:47,4,n100w4,2100,1,0
2015-05-25 Mon 15:03:50,5,n100w4,2135,1,0
2015-05-25 Mon 15:03:53,6,n100w4,2240,1,0
2015-05-25 Mon 15:03:56,7,n100w4,2135,1,0
2015-05-25 Mon 15:35:51,0,n060w8,4175,1,0
2015-05-25 Mon 15:35:54,1,n060w8,3995,1,0
2015-05-25 Mon 15:35:56,2,n060w8,3890,1,0
2015-05-25 Mon 15:35:59,3,n060w8,4030,1,0
2015-05-25 Mon 15:36:02,4,n060w8,4025,1,0
2015-05-25 Mon 15:36:05,5,n060w8,4080,1,0
2015-05-25 Mon 15:36:08,6,n060w8,4015,1,0
2015-05-25 Mon 15:36:11,7,n060w8,3780,1,0
2015-05-25 Mon 16:16:09,0,n080w4,4190,1,0
2015-05-25 Mon 16:16:11,1,n080w4,4120,1,0
2015-05-25 Mon 16:16:13,2,n080w4,4395,1,0
2015-05-25 Mon 16:16:16,3,n080w4,4285,1,0
2015-05-25 Mon 16:16:19,4,n080w4,4410,1,0
2015-05-25 Mon 16:16:22,5,n080w4,4250,1,0
2015-05-25 Mon 16:16:25,6,n080w4,4210,1,0
2015-05-25 Mon 16:16:28,7,n080w4,4245,1,0
2015-05-25 Mon 16:40:42,0,n050w8,7235,1,0
2015-05-25 Mon 16:40:44,1,n050w8,7160,1,0
2015-05-25 Mon 16:40:46,2,n050w8,7240,1,0
2015-05-25 Mon 16:40:49,3,n050w8,7110,1,0
2015-05-25 Mon 16:40:52,4,n050w8,7095,1,0
2015-05-25 Mon 16:40:55,5,n050w8,7070,1,0
2015-05-25 Mon 16:40:58,6,n050w8,7030,1,0
2015-05-25 Mon 16:41:01,7,n050w8,6990,1,0
2015-05-25 Mon 17:11:06,0,n060w4,3240,1,0
2015-05-25 Mon 17:11:07,1,n060w4,3220,1,0
2015-05-25 Mon 17:11:09,2,n060w4,3255,1,0
2015-05-25 Mon 17:11:12,3,n060w4,3205,1,0
2015-05-25 Mon 17:11:15,4,n060w4,3245,1,0
2015-05-25 Mon 17:11:18,5,n060w4,3165,1,0
2015-05-25 Mon 17:11:21,6,n060w4,3145,1,0
2015-05-25 Mon 17:11:24,7,n060w4,3195,1,0
2015-05-25 Mon 17:27:56,0,n040w8,4040,1,0
2015-05-25 Mon 17:27:57,1,n040w8,4275,1,0
2015-05-25 Mon 17:27:59,2,n040w8,3870,1,0
2015-05-25 Mon 17:28:02,3,n040w8,3970,1,0
2015-05-25 Mon 17:28:05,4,n040w8,4065,1,0
2015-05-25 Mon 17:28:08,5,n040w8,4165,1,0
2015-05-25 Mon 17:28:11,6,n040w8,4340,1,0
2015-05-25 Mon 17:28:14,7,n040w8,4285,1,0
2015-05-25 Mon 17:49:31,0,n050w4,1880,1,0
2015-05-25 Mon 17:49:32,1,n050w4,1835,1,0
2015-05-25 Mon 17:49:34,2,n050w4,1835,1,0
2015-05-25 Mon 17:49:37,3,n050w4,1895,1,0
2015-05-25 Mon 17:49:40,4,n050w4,1830,1,0
2015-05-25 Mon 17:49:43,5,n050w4,1905,1,0
2015-05-25 Mon 17:49:46,6,n050w4,2000,1,0
2015-05-25 Mon 17:49:49,7,n050w4,1895,1,0
2015-05-25 Mon 18:01:58,0,n030w8,3220,1,0
2015-05-25 Mon 18:01:58,1,n030w8,3185,1,0
2015-05-25 Mon 18:02:01,2,n030w8,3210,1,0
2015-05-25 Mon 18:02:04,3,n030w8,3115,1,0
2015-05-25 Mon 18:02:07,4,n030w8,3250,1,0
2015-05-25 Mon 18:02:10,5,n030w8,2985,1,0
2015-05-25 Mon 18:02:13,6,n030w8,3065,1,0
2015-05-25 Mon 18:02:16,7,n030w8,3190,1,0
2015-05-25 Mon 18:14:44,0,n040w4,1970,1,0
2015-05-25 Mon 18:14:45,1,n040w4,1960,1,0
2015-05-25 Mon 18:14:47,2,n040w4,1990,1,0
2015-05-25 Mon 18:14:50,3,n040w4,1965,1,0
2015-05-25 Mon 18:14:53,4,n040w4,2015,1,0
2015-05-25 Mon 18:14:56,5,n040w4,1945,1,0
2015-05-25 Mon 18:14:59,6,n040w4,2000,1,0
2015-05-25 Mon 18:15:02,7,n040w4,1990,1,0
2015-05-25 Mon 18:23:52,0,n030w4,2150,1,0
2015-05-25 Mon 18:23:53,1,n030w4,2075,1,0
2015-05-25 Mon 18:23:55,2,n030w4,2160,1,0
2015-05-25 Mon 18:23:58,3,n030w4,2020,1,0
2015-05-25 Mon 18:24:01,4,n030w4,2140,1,0
2015-05-25 Mon 18:24:04,5,n030w4,2070,1,0
2015-05-25 Mon 18:24:07,6,n030w4,2160,1,0
2015-05-25 Mon 18:24:10,7,n030w4,2120,1,0
2015-05-25 Mon 18:39:37,0,n120w8,5250,1,0
